Subject,Left_aLEC.Volume,Left_aLEC.SurfaceArea,Right_aLEC.Volume,Right_aLEC.SurfaceArea,Left_pMEC.Volume,Left_pMEC.SurfaceArea,Right_pMEC.Volume,Right_pMEC.SurfaceArea,Left_Perirhinal.Volume,Left_Perirhinal.SurfaceArea,Right_Perirhinal.Volume,Right_Perirhinal.SurfaceArea,Left_Parahippocampal.Volume,Left_Parahippocampal.SurfaceArea,Right_Parahippocampal.Volume,Right_Parahippocampal.SurfaceArea,Left_DG_CA3.Volume,Left_DG_CA3.SurfaceArea,Right_DG_CA3.Volume,Right_DG_CA3.SurfaceArea,Left_CA1.Volume,Left_CA1.SurfaceArea,Right_CA1.Volume,Right_CA1.SurfaceArea,Left_Subiculum.Volume,Left_Subiculum.SurfaceArea,Right_Subiculum.Volume,Right_Subiculum.SurfaceArea
sub-0856,935.1207140625,705.834,805.04753203125,608.118,404.28151171875,382.99,394.613910351563,377.113,1615.36830117188,970.776,1610.0950640625,1016.33,3083.96483613281,1742.8,3275.55911777344,1791.5,648.608164453125,672.518,558.084260742188,595.676,1820.14567558594,1544.55,1761.26119453125,1472.8,824.382734765625,814.726,822.6249890625,767.872
sub-0857,615.229453125,545.422,676.7523984375,571.019,246.09178125,281.244,326.07161015625,353.89,872.74692421875,664.719,1502.03876484375,928.868,2254.37649609375,1282.35,2185.82235703125,1324.04,597.65146875,593.269,721.57625859375,688.23,1669.908515625,1437.28,1620.690159375,1426.53,734.759746875,761.11,673.2368015625,681.674
sub-0858,725.998341796875,615.599,834.107053710937,710.975,388.488216796875,389.054,529.117435546875,477.141,1386.07673730469,862.517,1240.17392285156,866.223,2368.72340332031,1490.91,2769.51667675781,1574.84,629.31575390625,657.297,744.455926757812,699.391,1877.4000703125,1542.24,1942.44108398437,1527.23,915.847787109375,866.723,978.252002929687,893.676
sub-0859,700.502291015625,593.965,591.515736328125,540.147,252.251138671875,289.555,256.6457578125,301.45,878.923828125,641.806,843.766875,664.447,2935.6055859375,1560.15,2652.59211328125,1481.39,584.484345703125,644.958,638.09869921875,654.227,1546.9059375,1479.36,1601.39921484375,1482.89,823.551626953125,892.51,760.269111328125,798.439
sub-0860,743.562123046875,669.766,710.1633515625,685.32,319.046159179687,345.285,337.503375,370.434,1977.55883789062,1161.72,1628.62956738281,1067.55,3220.344703125,1867.41,3062.13999609375,1800.92,890.340934570312,840.296,893.856594726563,878.422,2482.0560703125,1994.35,2324.73027832031,1942.68,914.071640625,963.013,932.528856445312,945.817
sub-0861,529.940190234375,501.302,831.38212265625,684.858,363.83953359375,366.138,361.203015234375,363.528,1332.3206109375,854.855,1421.08339570313,882.1,2746.37329101562,1599.29,2384.29143632813,1422.13,624.854851171875,688.41,741.7404984375,738.015,1769.10381914063,1577.91,1695.28130507813,1532.99,900.810439453125,930.478,888.506687109375,866.1
sub-0862,558.079795898438,518.835,624.873598242188,571.347,246.961295507813,280.891,334.847877539062,345.213,1447.49200605469,891.61,1773.55122539063,1027.27,2445.88357792969,1503.1,2976.71853339844,1633.02,522.925163085938,591.482,572.141649023437,622.532,1478.25230976563,1414.85,1532.741990625,1410.6,765.492129492188,777.587,749.672544726563,757.632
sub-0863,559.854883300781,525.691,766.39475390625,669.006,212.692122070313,267.411,297.944749511719,326.545,1525.75836328125,959.586,1628.58885205078,1009.05,2838.82460449219,1583.11,2618.22244482422,1468.63,708.387811523437,713.183,690.809950195312,687.733,1634.74110351562,1456.9,1835.12872265625,1540.02,615.225146484375,704.679,708.387811523437,733.652
sub-0864,610.820907714844,558.151,575.665747558594,537.9,275.968007226562,311.691,326.942989453125,352.257,1421.14734931641,891.637,1419.38959130859,984.822,3257.12558847656,1668.74,2878.32873779297,1788.45,650.370462890625,665.635,657.401494921875,689.244,1684.81105048828,1529.25,1739.30154873047,1575.68,807.689804589844,836.768,804.174288574219,824.817
sub-0865,720.71033203125,609.98,569.5369453125,566.63,321.682904296875,365.052,333.108799804688,380.581,1570.62117480469,871.123,1000.20531445312,810.955,2818.68053027344,1636.92,2832.74317089844,1603.46,798.933770507812,778.511,817.390986328125,757.929,1759.58790820312,1658.03,1804.41257519531,1628.43,820.027731445312,866.673,771.687404296875,772.279
sub-0866,761.103889453125,623.497,751.436288085938,646.128,388.461800390625,391.828,419.222350195313,413.945,1469.4754078125,946.548,1693.58798496094,1038.18,2659.46924882813,1582.37,2649.80164746094,1621.71,536.991312304688,623.588,645.092673046875,678.438,1901.00197792969,1565.02,1685.67812929688,1514.98,862.174267382813,863.521,896.45030859375,883.376
sub-0867,711.935419921875,608.265,690.841037109375,579.751,304.989618164062,341.125,382.335688476562,394.482,2185.02648632812,1105.92,2453.9798671875,1302.99,2948.81893066406,1719.99,3104.39000390625,1843.76,720.72474609375,696.898,651.289069335937,643.844,1811.48012402344,1577.18,1791.26467382812,1504.8,803.344412109375,825.942,842.896379882812,780.994
sub-0868,645.072674414062,562.583,763.716831152344,634.165,310.232498730469,333.526,307.595961914063,320.023,1933.46033203125,1041.92,2049.46795195313,1174.6,2828.12515839844,1549.95,3458.25745751953,1772.64,592.341938085937,607.864,548.3996578125,586.22,1541.49519199219,1380.71,1697.05086416016,1550.33,817.326413085937,796.184,923.666731347656,841.223
sub-0869,633.652751074219,527.87,633.652751074219,556.987,321.660065039062,349.449,347.146791503906,399.682,2643.58873125,1302.4,2694.56218417969,1535.96,3336.12460898438,1866.39,3025.88962822266,1857.58,661.776035449219,670.42,682.868498730469,697.369,1685.63935722656,1420.22,2169.88716005859,1849.79,626.621929980469,656.196,915.764447460938,896.257
sub-0870,771.6796875,686.961,828.80859375,699.133,456.15234375,453.792,464.0625,443.947,1887.01171875,953.935,1597.8515625,977.257,2544.43359375,1453.15,2707.03125,1631.09,596.77734375,623.344,719.82421875,735.399,1736.71875,1527.3,1914.2578125,1629.55,1013.37890625,910.365,892.96875,869.771
sub-0871,699.63036328125,598.352,633.710416992187,569.658,319.93147265625,359.923,357.725575195312,376.01,698.751430664062,594.145,1152.28066113281,823.215,1989.9034453125,1289.15,2251.82536523437,1381.95,539.664626953125,585.865,602.947775390625,620.833,1502.09584277344,1373.13,1499.45904492187,1383.35,935.1843046875,875.824,908.816326171875,808.309
sub-0872,614.341338574219,602.967,564.244834570312,549.581,248.724747949219,287.429,263.665810546875,288.899,1226.04601904297,773.349,1262.08034648438,795.2,2805.40422421875,1732.53,2769.36989677734,1682.7,667.95338671875,724.413,711.018802441406,735.192,1806.98968828125,1646.26,1811.38411845703,1596.04,789.239659570312,868.403,789.239659570312,833.935
sub-0873,463.192857421875,467.758,475.497791015625,478.53,248.735443359375,293.265,321.68612109375,338.316,1810.5830859375,1058.67,1792.12568554687,1060.32,2863.53383203125,1664.1,2678.959828125,1569.18,498.349810546875,559.661,617.00452734375,644.192,1457.25570703125,1336.89,1603.1570625,1413.84,789.27359765625,783.778,765.542654296875,749.207
sub-0874,653.919328125,560.356,634.58300390625,525.463,268.95069140625,296.652,332.23320703125,352.09,1848.37681054687,1013.55,1734.11671289062,1061.26,2110.29611132812,1277.6,2504.93291015625,1433.88,581.84757421875,610.811,635.461927734375,646.403,1595.24674804687,1398.57,1560.08979492187,1409.49,724.233234375,732.511,695.228748046875,694.582
sub-0875,697.79294296875,624.594,665.276143359375,553.05,333.077487890625,376.152,403.384081640625,409.72,1290.1259953125,844.488,1375.37274023437,971.284,2828.96156601563,1581.31,3627.8202375,1788.17,636.2746734375,667.979,695.156445703125,695.547,1804.24296210937,1599.14,1823.57727539062,1602.03,834.89080078125,879.652,887.62074609375,879.122
sub-0876,650.385421875,626.912,666.2056078125,615.515,246.09178125,293.154,284.763346875,311.826,1517.85895078125,910.936,1167.1781625,953.306,2990.89404140625,1710.5,3306.4188609375,1883.35,531.73402734375,601.897,615.229453125,650.328,1610.14336875,1432.07,1648.814934375,1472.19,651.26432109375,734.043,784.85700234375,771.558
sub-0877,733.901396484375,630.206,833.2197890625,628.048,333.9910546875,386.86,374.42155078125,382.058,1434.4036875,940.555,1319.26466601562,917.468,3267.83879296875,1718.65,3618.52940039062,1853.49,555.479859375,603.353,601.1838984375,660.408,1528.44853710937,1418.17,1719.1750078125,1529.41,857.82965625,847.736,932.538181640625,916.178
sub-0878,794.5550859375,643.464,655.683732421875,570.936,294.442426757812,327.849,355.08877734375,362.596,1082.844984375,783.727,1514.40089941406,952.818,2520.77874609375,1455.18,3193.16219824219,1660.39,594.15844921875,672.991,644.257608398437,688.007,1775.44388671875,1572.49,1725.34472753906,1501.37,900.027,919.9,931.66857421875,895.452
sub-0879,652.987509082031,582.3,735.599656933594,634.795,312.871538671875,328.354,331.327444042969,365.637,1320.91551298828,800.986,1295.42878652344,833.693,2780.68974257812,1625.72,1997.63204326172,1268.38,578.285034960938,610.447,665.291445996094,665.422,1644.33328330078,1457.67,1729.5819890625,1483.86,881.489194628906,875.556,782.178846679687,773.437
sub-0880,667.9754296875,579.381,729.499482421875,676.511,374.417806640625,371.6,366.507571289063,374.106,1045.02998144531,752.474,820.906646484375,776.37,2379.22301074219,1391.62,2637.62403222656,1614.39,620.514017578125,666.111,703.13203125,727.214,1766.61922851563,1565.2,1790.34993457031,1613.64,838.484947265625,882.351,842.000607421875,860.417
sub-0881,649.518213867187,563.297,612.603782226563,547.325,256.64319140625,297.957,206.545034179687,262.225,1421.20561816406,856.012,1679.60663964844,1012.96,2637.62403222656,1491.03,2763.3088828125,1536.48,704.889861328125,709.918,733.015142578125,720.399,1706.85300585938,1581.14,1723.55239160156,1527.68,623.150762695313,698.36,736.530802734375,741.738
sub-0882,592.355562890625,540.43,565.98958828125,537.885,233.778308203125,287.158,282.115928320312,303.637,1631.1749625,988.729,2414.24440839844,1483.12,3170.9478796875,1709.32,3001.32677636719,1640.39,690.788534765625,695.205,714.517911914063,683.636,1809.58472402344,1620.2,1824.52544296875,1610.9,749.672544726563,798.762,729.458630859375,733.989
sub-0883,696.986595703125,590.264,614.367755859375,538.987,352.448455078125,371.922,374.42155078125,371.135,1179.51577734375,794.745,1394.85211523437,924.572,2751.03158203125,1500.13,2990.09886328125,1618.34,596.789279296875,609.739,747.08525390625,701.259,1591.73105273437,1442.6,1709.50684570312,1527.35,709.291529296875,718.233,704.89691015625,719.504
sub-0884,813.829749609375,682.733,609.054013476563,555.628,318.149426953125,327.077,362.971583789062,355.161,1501.10282109375,922.69,1683.90691171875,965.688,2445.00471210938,1428.98,2803.58196679688,1602.5,587.961233789062,652.872,718.033375195312,724.438,2007.32953359375,1700.93,1949.32438945313,1609.97,927.203440429688,900.92,986.966316210938,901.75
sub-0885,616.131764648437,548.882,742.698061523437,595.478,305.86855078125,346.344,430.676982421875,401.659,2435.52228222656,1242.82,2045.27620019531,1109.17,3450.68945507812,1889.3,3674.81727246094,1974.96,661.836260742187,674.071,486.928669921875,574.401,1802.69079785156,1635.25,1911.67844238281,1659.27,764.671376953125,755.487,1053.84020800781,954.567
sub-0886,557.197029492188,529.508,615.201767578125,580.491,246.08070703125,298.846,300.570006445313,323.931,1410.56976708984,903.995,1436.93555712891,1094.51,2461.68592998047,1526.8,3207.83778808594,1744.58,478.978519042969,534.03,650.356154296875,658.201,1617.1017890625,1407.15,1654.01389511719,1474.73,862.161334277344,824.741,861.282474609375,803.558
sub-0887,701.345445117187,581.193,674.100195996094,567.715,274.21024921875,302.834,272.452491210937,313.084,1274.37455566406,811.789,1583.73996503906,952.604,1890.46873740234,1231.5,2157.64795458984,1409.28,543.147224414063,613.695,690.798897070312,703.441,1572.31453798828,1407.09,1600.43866611328,1420.61,840.208327734375,828.343,704.860961132812,713.666
sub-0889,753.237720703125,613.951,788.394673828125,702.928,361.237693359375,389.95,362.995541015625,374.124,2521.63246289062,1296.67,2627.10332226562,1479.85,3176.43071484375,1749.33,3063.92846484375,1759.48,796.30498828125,781.115,711.92830078125,775.767,1906.38578320312,1611.67,2147.21091210937,1828.43,804.215302734375,831.446,949.237734375,932.273
sub-0892,706.6547578125,660.019,712.807224609375,622.562,416.60989453125,409.418,300.59194921875,325.347,1915.17502148437,1153.4,2191.15710351562,1120.34,2906.60109960937,1767.05,2780.9149921875,1700.81,507.139048828125,555.994,655.67717578125,678.181,1318.3857421875,1394.45,1783.33644726562,1563.08,593.273583984375,677.212,813.004541015625,791.101
sub-0894,668.867721679687,579.595,489.565467773437,510.178,246.980065429687,272.462,270.71124609375,297.479,1755.22843652344,1072.41,1915.19417285156,1188.03,2539.23633105469,1701.92,2478.58998046875,1510.81,479.018276367187,606.112,597.6741796875,679.574,1610.2045546875,1564.06,1698.97674902344,1524.68,939.578967773437,1012.74,879.811549804687,876.348
sub-0897,609.058886132813,561.856,609.058886132813,572.056,245.205525585938,279.59,306.726625195313,323.287,1078.37698886719,765.106,1435.19936660156,931.95,2865.12549609375,1556.29,2855.45789472656,1636.68,568.630734960938,626.431,626.636343164063,672.686,1593.39647988281,1455.66,1656.67532519531,1445.9,854.26441171875,875.896,906.117909960938,877.321
sub-0898,636.33448828125,574.808,753.230188476562,651.372,292.678708007813,347.667,391.117192382813,398.084,1755.19333300781,967.567,1444.93632421875,960.417,2878.44675292969,1690.56,2747.48841210938,1570.35,649.518213867187,679.177,680.280240234375,711.664,1505.58146191406,1506.86,2012.71543945313,1650.91,740.925377929688,789.226,906.161405273437,848.794
sub-0900,587.943594140625,540.6,609.91458046875,570.685,267.16719375,304.251,332.20131328125,352.936,1567.849584375,978.611,1070.42645390625,785.152,2365.8358078125,1385.91,2315.74195898437,1336.71,538.728584765625,580.222,637.158603515625,651.566,1564.3342265625,1406.69,1695.28130507813,1502.25,792.71318671875,799.744,812.0476546875,797.488
sub-0901,786.65255859375,634.092,674.14805859375,585.234,334.87667578125,361.185,464.0810625,432.444,2011.89687890625,1148.06,2377.53650390625,1335.74,2884.6856953125,1673.64,3427.871484375,1840.5,626.68522265625,632.55,729.5213671875,688.651,1864.23472265625,1580.4,1880.05566796875,1589.84,904.43070703125,885.028,932.55683203125,844.176
sub-0902,776.9686640625,588.447,769.9372734375,652.827,304.986568359375,334.492,297.955177734375,336.136,2010.09879492187,1017.81,1638.314015625,969.896,3107.87465625,1773.6,2701.81184765625,1521.66,703.1390625,740.315,817.39916015625,779.633,1814.97770507812,1681.39,1814.97770507812,1599.37,567.78479296875,652.557,705.775833984375,749.906
sub-0903,555.4743046875,530.647,748.83561328125,661.915,259.279936523438,314.461,298.83111328125,323.64,1893.18299414062,1046.75,1429.99476855469,963.384,2586.64695996094,1622.56,2380.10192578125,1404.57,554.595389648438,620.874,663.580854492188,669.012,1510.85495214844,1475.4,1698.94277050781,1521.71,799.812685546875,849.275,826.18013671875,818.546
sub-0904,552.83203125,493.218,587.109375,517.009,283.88671875,348.642,375.29296875,380.109,1175.09765625,863.296,921.97265625,686.479,2438.0859375,1439.98,2413.4765625,1470.13,515.0390625,573.486,683.7890625,682.062,1430.859375,1359.31,1555.6640625,1403.22,812.98828125,799.652,868.359375,829.486
sub-0905,628.41294140625,530.769,713.666165625,594.112,196.873425,253.943,310.25142421875,336.807,1669.908515625,912.092,1178.60385234375,794.583,3306.4188609375,1860.56,2619.119671875,1626.71,652.1432203125,698.027,775.1891109375,769.861,1765.70853046875,1564.18,1839.53606484375,1605.14,813.8606765625,843.412,895.59830390625,895.033
sub-0906,590.625,583.866,672.36328125,597.165,288.28125,344.802,326.07421875,332.438,1350.87890625,876.538,1669.921875,1000.27,2467.96875,1535.39,2891.6015625,1692.9,638.0859375,684.325,708.3984375,714.897,1905.46875,1643.93,1965.234375,1653.84,941.30859375,948.89,1002.83203125,915.266
sub-0908,714.512910058594,575.403,662.660189648437,521.7,273.325356738281,309.373,262.779040722656,327.19,2878.26541259766,1390.98,2990.75945009766,1524.24,3134.89243564453,1618.61,3431.94700341797,2097.37,536.983257128906,593.937,687.268260351563,689.222,1590.73599902344,1351.09,1965.13021757812,1650.58,587.957117871094,629.988,675.843084667969,656.06
sub-0909,574.786868554687,517.623,758.472580371094,640.795,330.45850546875,327.694,334.852900488281,339.351,1683.93217148437,943.289,1197.03320332031,967.362,3203.51396923828,1788.07,2802.74514345703,1606.15,516.780854296875,581.402,621.367455761719,638.905,1748.09033876953,1541.49,1698.87311455078,1488.82,966.766904296875,893.823,1081.90005380859,938.449
sub-0910,515.0390625,488.473,545.80078125,484.785,261.03515625,302.006,312.890625,341.688,1762.20703125,1027.39,2018.84765625,1408.5,2965.4296875,1586.02,3410.15625,1878.58,416.6015625,464.952,519.43359375,568.002,1368.45703125,1256.6,1560.05859375,1372.77,771.6796875,751.614,762.01171875,702.733
sub-0911,683.80273828125,649.115,865.739970703125,720.802,287.408091796875,311.671,371.784779296875,378.366,1970.54722265625,1124.86,1299.92834179687,839.903,2534.8163203125,1445.74,3346.06301367187,1787.62,478.1345625,521.828,581.84757421875,600.59,1671.71312109375,1447.5,1900.23331640625,1549.22,900.018,852.631,974.726525390625,846.488
sub-0912,541.4116640625,468.286,551.95864453125,482.831,373.538891601563,362.027,310.257008789063,325.384,1218.17624414062,769.05,1633.90305761719,924.399,2551.49035839844,1491.34,2399.43805664062,1442.93,486.040016601563,544.419,609.088122070312,634.225,1527.55433789062,1388.14,1564.46876953125,1381.97,742.683208007812,778.233,752.3512734375,751.749
sub-0913,570.43297265625,517.053,672.39017578125,577.697,304.1137265625,349.424,276.86654296875,307.149,1701.6305625,1035.72,1766.6722265625,1015.69,3329.430046875,1852.42,3037.6215,1711.16,596.80121484375,655.692,689.0900625,715.867,1579.45770703125,1504.74,1693.72008984375,1496.63,790.16832421875,824.665,798.95773828125,791.145
sub-0914,658.280373925781,566.459,623.125213769531,537.605,333.095142480469,357.585,306.728772363281,346.117,1768.30455585937,1013.11,1589.89211806641,931.102,2068.00229619141,1363.13,2623.45382666016,1549.86,581.817900585937,642.562,749.683790332031,732.503,1723.48172666016,1541.04,1747.21145976563,1576.91,793.627740527344,836.045,806.810925585937,820.36
sub-0917,595.8984375,536.966,494.82421875,475.807,356.8359375,376.374,359.47265625,352.782,1482.71484375,866.487,1970.5078125,1095.12,2694.7265625,1515.9,2822.16796875,1577.32,644.23828125,693.981,649.51171875,676.489,1713.8671875,1516.12,1657.6171875,1470.77,805.078125,855.809,815.625,790.219
sub-0918,714.55078125,647.7,836.71875,656.257,349.8046875,354.351,317.28515625,343.911,1475.68359375,937.655,1307.8125,859.627,2845.01953125,1588.46,2753.61328125,1571.44,569.53125,621.733,704.00390625,699.352,1778.02734375,1512.09,1704.19921875,1525.44,883.30078125,875.554,950.9765625,917.933
sub-0919,650.385421875,557.364,505.36705078125,490.251,279.4899515625,315.182,321.6771140625,346.022,1010.7341015625,713.022,1364.93048671875,872.55,2395.8792703125,1407.76,2379.18018515625,1439.67,513.27714375,554.146,581.8312828125,611.222,1553.89381875,1359.74,1466.88279609375,1325.06,811.22397890625,788.51,853.41114140625,776.479
sub-0921,560.7421875,523.035,596.77734375,527.088,237.3046875,284.014,258.3984375,290.37,1574.12109375,923.7,1595.21484375,943.169,2807.2265625,1679.74,2847.65625,1683.3,660.05859375,713.261,689.0625,749.986,1871.19140625,1635.15,1912.5,1727.54,875.390625,891.942,1034.47265625,1013.5
sub-0922,675.00675,650.642,812.996411132813,667.803,292.678708007813,341.632,440.336434570313,482.645,1708.6108359375,1016.32,1437.02608886719,988.623,2344.06640917969,1357.42,2194.65085253906,1412.52,564.263455078125,610.847,729.499482421875,662.828,1767.49814355469,1488.16,1720.03673144531,1471.88,842.000607421875,801.752,824.422306640625,774.584
sub-0923,750.593443359375,630.386,657.42844921875,570.179,359.476250976562,369.344,338.382290039063,380.726,2048.75095605469,1161.28,2152.46293066406,1142.83,3464.68308398438,1841.03,2882.841328125,1727.47,576.568265625,611.897,638.971233398438,657.717,1843.96375195312,1546.54,1826.38545117188,1507.06,915.829470703125,884.633,781.355469726563,771.456
sub-0924,510.654744140625,488.213,582.726498046875,512.327,217.094185546875,257.409,301.470873046875,326.267,2083.92839648437,1118.29,1673.47096875,1004.54,3052.50245507812,1666.24,3042.83429296875,1656.67,476.37671484375,535.777,577.452955078125,633.603,1493.29158398437,1322.34,1562.72656640625,1427.51,790.152521484375,740.938,829.70409375,796.118
sub-0925,577.414843945313,526.363,675.847815820313,596.352,318.149426953125,324.277,326.059219335938,347.996,1767.39916464844,930.531,2098.73157890625,1106.02,2204.19547734375,1346.67,2446.76244375,1509.19,562.474125,618.268,625.7524640625,653.424,1664.57186367188,1439.74,1760.36823808594,1462.17,732.095228320313,745.129,812.07201796875,781.407
sub-0926,702.260138671875,608.695,683.80273828125,580.315,311.13903515625,330.85,301.470873046875,354.62,1206.76241601562,814.686,1663.80280664062,1035.06,3036.68182617187,1706.08,2467.13918554687,1444.48,494.834115234375,565.939,647.766861328125,651.118,1690.17052148437,1467.37,1746.42164648437,1464.46,1170.7265390625,991.988,989.66823046875,809.985
sub-0927,667.08450703125,557.13,706.634971875,604.401,349.8018890625,374.289,346.2862921875,360.653,1100.381821875,750.383,1564.440609375,1024.1,2312.38384453125,1364.5,2381.8168828125,1443.92,662.6900109375,708.797,620.5028484375,673.285,1667.27181796875,1559.22,1824.594778125,1605.38,785.7359015625,810.498,888.56711015625,876.602
sub-0928,648.608164453125,505.721,745.284178125,569.915,262.782982617188,288.273,321.667463671875,350.662,2082.92865820312,1135.65,1939.67238339844,1048.08,3004.86627949219,1709.24,3061.99301484375,1706.15,627.515216015625,655.275,737.374322460937,705.614,1814.87243847656,1587.21,1775.32316015625,1558.49,937.757332617188,902.789,902.602418554688,831.518
sub-0929,551.065952636719,506.625,574.796065429687,559.228,216.207694335938,244.265,253.121203125,294.67,2143.62018896484,1121.5,1588.15977099609,996.667,2958.35406152344,1607.99,2729.84186425781,1485.14,523.820267578125,574.611,589.737247558594,606.847,1382.49879345703,1301.2,1385.13547265625,1276.01,700.477773925781,738.686,699.598880859375,682.694
sub-0930,585.36326953125,543.574,663.587490234375,566.371,237.30943359375,283.465,299.713025390625,305.95,1067.89245117187,718.065,1156.6637578125,787.112,2453.07640429687,1418.11,2352.0001640625,1376.87,582.726498046875,624.207,630.188384765625,623.436,1608.43060546875,1477.65,1613.7041484375,1411.21,820.035931640625,850.339,754.11664453125,754.112
sub-0931,776.9686640625,636.593,885.95521875,714.55,298.8341015625,324.109,272.46638671875,328.345,1665.56065429687,1091.33,1589.97320507812,931.197,3305.63251757812,1771.73,2907.4800234375,1698.38,641.61439453125,771.628,736.53816796875,707.832,2344.9687734375,1949.07,1887.04945898437,1550.7,1125.0225,1028.87,979.12114453125,860.284
sub-0932,629.263522265625,558.067,646.840715625,554.435,349.786147851563,384.723,369.121060546875,427.377,2455.53391230469,1229.72,2494.20373769531,1375.97,3038.21787216797,1626.17,3586.62630498047,1831.76,751.425016113281,711.022,826.128087890625,752.444,2094.32258876953,1648.38,2013.46749931641,1649.3,676.721944335938,729.992,755.819314453125,715.472
sub-0933,609.088122070312,548.24,630.182083007812,636.475,314.651583984375,337.604,306.741348632813,336.854,1070.51851757813,701.131,1114.46426953125,870.779,2657.839078125,1584.08,3084.99178710937,1703.17,548.442984375,574.591,642.486893554688,622.168,1662.90725390625,1457.87,1674.33314941406,1404.97,852.547587890625,843.959,796.297025390625,764.87
sub-0934,653.02211953125,581.921,648.6276234375,564.338,362.98537734375,343.967,323.4349125,328.283,1011.61300078125,703.723,1446.6681140625,896.042,2825.66098828125,1589.45,2858.180259375,1638.9,578.3156859375,627.984,716.30286328125,684.872,1821.07918125,1555.21,1833.3837703125,1529.91,912.2973890625,870.557,819.134071875,779.529
sub-0935,680.28704296875,608.955,796.30498828125,675.846,294.439482421875,360.046,296.197330078125,349.195,2035.5875859375,1126.65,2473.29165234375,1295.53,2802.88808789062,1588.58,3245.86569726562,1851.12,738.296015625,719.3,774.331892578125,719.92,1652.376796875,1481.94,1741.14810351562,1533.34,632.82515625,674.095,785.75790234375,759.567
sub-0937,629.296875,540.718,692.578125,585.892,252.24609375,289.839,319.04296875,342.164,2358.10546875,1267.66,1980.17578125,1073.36,2929.39453125,1792.32,2913.57421875,1680.09,489.55078125,636.069,650.390625,650.833,1774.51171875,1543.42,1813.18359375,1534.12,874.51171875,857.477,923.73046875,835.498
sub-0938,896.49333984375,756.275,879.793954101562,689.088,355.960590820313,386.491,323.440734375,354.302,1780.68186914062,1050.35,1942.40223632813,1116.67,3719.5684453125,1926.78,3801.30754394531,1930.47,668.854344726563,676.268,807.722920898438,779.506,1939.76549121094,1623.3,2129.61113964844,1734.12,1008.11554980469,945.125,916.708385742187,860.233
sub-0939,486.888256054688,427.146,576.5319421875,544.932,239.0498296875,282.349,246.08070703125,312.377,1880.75968945313,1036.76,1269.95222021484,825.552,2370.28452451172,1340.69,2046.86416669922,1230.05,348.907288183594,444.231,618.71720625,605.234,1093.30142695312,1078.33,1462.4224875,1309.82,515.890625097656,589.488,554.560450488281,583.779
sub-0940,673.2421875,622.333,637.20703125,597.593,378.80859375,379.742,334.86328125,345.615,1643.5546875,990.094,1356.15234375,938.7,3031.34765625,1792.34,2779.1015625,1652.56,712.79296875,747.129,888.57421875,818.336,2332.6171875,1801.66,2287.79296875,1778.53,920.21484375,947.48,947.4609375,949.922
sub-0942,573.046875,553.377,812.98828125,684.03,278.61328125,313.336,293.5546875,347.247,1611.9140625,937.657,1515.234375,1046.9,3345.1171875,1844.62,3017.28515625,1713.32,469.3359375,566.744,526.46484375,590.016,1860.64453125,1479.83,1905.46875,1544.27,624.0234375,720.553,915.8203125,875.788
sub-0945,462.31393359375,462.998,444.73545703125,470.588,239.06728125,290.803,244.34082421875,301.458,1390.45749609375,872.329,938.6906484375,787.314,2509.32752929687,1472.33,2724.6638671875,1620.69,549.327392578125,624.919,681.165966796875,708.104,1744.66379882812,1565.6,1792.12568554687,1587.16,878.923828125,929.926,834.97763671875,859.947
sub-0946,679.363279101563,577.5,614.327208398438,539.602,320.786024414063,340.022,328.695816796875,369.582,1177.68019921875,860.817,1262.93018378906,865.902,2832.58453886719,1596.31,2916.07679179688,1574.31,522.925163085938,588.932,576.535978125,593.834,1601.29352460938,1435.94,1594.26259804688,1448.32,828.770468554688,803.293,814.708615429688,777.116
sub-0947,446.46740859375,447.443,584.450446289062,550.49,184.563298828125,244.334,286.512549609375,312.478,1134.62485136719,815.175,1245.36283066406,965.62,2706.9283828125,1515.1,2976.74234824219,1681.48,541.3856765625,620.075,592.360301953125,675.796,1632.94575820313,1540.31,1560.878184375,1519.8,861.29539453125,953.43,830.534844726563,858.405
sub-0948,586.221675292969,510.036,471.08668359375,437.354,262.789026855469,288.945,268.941278320313,302.083,2635.80030615234,1269.5,2254.36071533203,1262.46,3037.4544375,1697.73,3113.91813427734,1645.32,558.975990234375,596.543,618.74071875,641.699,1732.29823388672,1449.9,1701.5369765625,1405.41,668.837623535156,681.187,732.117924316406,712.946
sub-0949,619.62890625,602.73,706.640625,622.483,288.28125,329.1,264.55078125,309.665,1601.3671875,911.943,1269.140625,849.061,2485.546875,1455,2910.9375,1673.17,474.609375,563.086,591.50390625,637.943,1568.84765625,1405.76,1609.27734375,1446.11,868.359375,872.327,944.82421875,862.087
sub-0950,595.8984375,532.005,588.8671875,524.877,283.0078125,312.318,294.43359375,324.26,1327.1484375,949.594,829.6875,709.589,2372.16796875,1434.94,2428.41796875,1489.74,469.3359375,512.929,573.92578125,646.946,1653.22265625,1478.62,1858.88671875,1568.07,725.09765625,710.941,750.5859375,717.315
sub-0951,592.3828125,528.066,502.734375,451.167,251.3671875,291.169,326.953125,343.519,1240.13671875,786.378,1558.30078125,1027.76,2386.23046875,1436.64,2476.7578125,1516.5,538.76953125,568.867,660.05859375,643.463,1697.16796875,1446.94,1955.56640625,1602.7,726.85546875,766.588,773.4375,730.469
