Subject,Left_aLEC.Volume,Left_aLEC.SurfaceArea,Right_aLEC.Volume,Right_aLEC.SurfaceArea,Left_pMEC.Volume,Left_pMEC.SurfaceArea,Right_pMEC.Volume,Right_pMEC.SurfaceArea,Left_Perirhinal.Volume,Left_Perirhinal.SurfaceArea,Right_Perirhinal.Volume,Right_Perirhinal.SurfaceArea,Left_Parahippocampal.Volume,Left_Parahippocampal.SurfaceArea,Right_Parahippocampal.Volume,Right_Parahippocampal.SurfaceArea,Left_DG_CA3.Volume,Left_DG_CA3.SurfaceArea,Right_DG_CA3.Volume,Right_DG_CA3.SurfaceArea,Left_CA1.Volume,Left_CA1.SurfaceArea,Right_CA1.Volume,Right_CA1.SurfaceArea,Left_Subiculum.Volume,Left_Subiculum.SurfaceArea,Right_Subiculum.Volume,Right_Subiculum.SurfaceArea
sub-0952,623.150762695313,534.739,553.716474609375,513.523,377.054551757813,356.833,370.902146484375,403.046,1476.577265625,859.759,2020.62567480469,1113.91,2354.61338964844,1428.69,2776.49260839844,1671.4,548.442984375,631.78,546.685154296875,660.481,1916.03478515625,1616.16,2072.48166210938,1842.48,871.88371875,859.417,980.86918359375,860.836
sub-0953,515.894236523437,508.144,531.713821289062,557.477,283.873659960938,306.996,221.47418671875,281.139,1175.92246757812,814.424,1471.22138320313,1033.14,2408.09234765625,1377.25,3068.99944453125,1653.22,621.358134960937,608.396,693.425132226562,678.188,1893.95584277344,1579.07,1980.96355898438,1570.73,841.953455859375,807.142,855.136443164063,802.692
sub-0954,656.556099609375,538.114,725.99108203125,652.482,220.609880859375,256.656,193.3632421875,251.007,2025.91942382812,1068.61,2088.323015625,1126.49,2735.210953125,1548.07,2606.00915039062,1586.16,501.865505859375,548.567,467.5874765625,550.576,1502.95974609375,1292.98,1498.56512695312,1347.27,717.20184375,685.41,964.179439453125,832.537
sub-0955,593.243327636719,534.069,524.690765332031,491.287,275.968007226562,299.748,365.613665625,361.517,855.149270800781,636.835,1147.81597910156,756.22,2115.46176240234,1295.78,2284.20653115234,1395.56,483.383452148437,541.059,577.423505566406,596.985,1540.67489384766,1367.93,1516.06628173828,1381.54,791.869982519531,819.851,778.686797460937,777.475
sub-0956,537.01171875,494.506,540.52734375,499.801,268.9453125,302.431,290.91796875,325.888,1630.37109375,912.866,1908.10546875,1051.53,2361.62109375,1470.05,1939.74609375,1332.48,441.2109375,454.721,468.45703125,486.83,1280.56640625,1226.4,1374.609375,1304.29,776.953125,710.487,818.26171875,723.606
sub-0957,638.105080078125,525.802,587.12698828125,515.519,289.168831054687,294.931,283.016302734375,320.241,1099.54470410156,685.7,1001.10425097656,722.778,2728.20684375,1595.04,2800.27931835937,1642.3,464.076421875,540.056,538.785694335937,602.896,1324.55145410156,1282.13,1347.40370214844,1357.55,763.792444335937,856.028,705.782891601562,779.839
sub-0958,712.800096679687,612.177,533.501428710937,490.665,377.054551757813,390.691,333.98771484375,354.793,2370.43386035156,1237.49,2670.14388867188,1345.66,3313.50969726563,1762.93,3415.46384179687,1917.56,394.632852539063,459.035,568.658030273437,614.99,1545.13263867187,1381.16,1582.92598535156,1396.85,934.286686523438,865.871,819.14881640625,793.094
sub-0959,461.42578125,445.98,437.6953125,452.314,251.3671875,289.263,284.765625,328.808,1303.41796875,842.992,1269.140625,857.657,2231.54296875,1387.99,2014.453125,1371.74,471.97265625,519.803,649.51171875,649.226,1532.8125,1344.02,1635.64453125,1425.83,749.70703125,768.872,848.14453125,797.506
sub-0960,610.83984375,562.359,602.9296875,535.907,315.52734375,334.561,282.12890625,323.925,858.69140625,668.547,759.375,670.61,2200.78125,1276.62,2083.0078125,1248.97,579.19921875,647.372,689.94140625,701.729,1507.32421875,1469.7,1553.90625,1435.64,759.375,861.375,710.15625,783.792
sub-0961,574.81618359375,522.879,457.919314453125,430.987,275.98208203125,322.289,310.260111328125,324.584,1278.83416992187,890.617,1156.6637578125,730.33,2273.77594335937,1344.24,2365.18402148437,1462.3,508.896896484375,568.212,562.51125,593.369,1531.96423242187,1425.12,1409.7938203125,1328.01,811.246693359375,881.259,774.331892578125,789.234
sub-0962,555.45597421875,517.74,522.058304882813,506.429,235.541457421875,266.699,320.793402832031,344.642,1411.49097246094,882.335,1529.26170117187,956.404,2563.71056455078,1479.66,2526.79735107422,1447.97,629.282401171875,665.138,723.323206933594,711.836,1647.91131591797,1539.69,1655.82129023437,1491.93,825.273987011719,870.176,775.177483007812,781.829
sub-0963,740.91796875,642.75,825.29296875,696.508,264.55078125,317.344,302.34375,338.254,1406.25,843.027,1974.90234375,1193.31,2670.99609375,1562.61,3237.890625,1755.15,664.453125,698.628,756.73828125,740.642,1873.828125,1663.23,1897.55859375,1641.56,893.84765625,961.99,874.51171875,881.826
sub-0964,753.237720703125,682.467,916.717552734375,700.175,290.04486328125,334.458,375.300474609375,399.044,1894.9597734375,1032.75,2188.52033203125,1173.04,2582.27820703125,1496.5,2627.10332226562,1602.38,652.16148046875,664.085,667.982109375,688.19,1787.73106640625,1543.89,1960.00013671875,1578.51,760.269111328125,791.853,972.968677734375,896.391
sub-0965,604.657265625,565.905,615.20361328125,560.872,288.2668359375,344.486,300.570908203125,330.166,1792.8791015625,1001.53,2119.81587890625,1118.19,3382.74101074219,1818.13,3432.83616210937,1748.54,559.835288085938,596.032,581.806845703125,613.627,1622.37981445313,1486.81,1825.39700683594,1574.31,863.921645507813,873.33,783.94517578125,798.064
sub-0966,740.883886523438,648.217,608.17514765625,573.914,280.358196679688,314.899,297.935513085938,317.542,1208.44050292969,846.028,1197.01524726563,850.318,2604.07942558594,1461.35,2644.50725332031,1515.07,665.301425976563,666.671,821.739541992188,767.537,1763.88370136719,1529.12,1796.40173671875,1576.55,861.28850390625,827.344,957.963744140625,891.944
sub-0967,483.383452148437,506.976,482.504573144531,508.648,275.089128222656,344.626,308.486530371094,355.33,2091.73202929687,1124.03,1988.90318583984,1096.81,3272.06653154297,1772.65,3705.35388046875,1941.76,406.042099804687,449.543,541.38946640625,622.317,1570.55677998047,1386.33,1875.52779433594,1550.24,921.06519609375,905.031,1043.22937763672,897.104
sub-0968,526.456946777344,484.24,465.813325195312,464.948,247.847844726562,312.926,257.515668457031,314.719,2233.26728173828,1247.98,2900.34711914062,1475.85,3540.18127148437,1861.21,3654.43737011719,1970.47,715.418956054687,718.761,772.547005371094,752.838,1728.78266162109,1634.22,1768.33284960937,1539.26,704.872239257812,781.859,841.100664550781,802.708
sub-0969,616.094181738281,550.964,671.463558984375,600.527,384.070124707031,420.248,420.983042871094,426.417,2582.14651347656,1272.95,2475.80215400391,1368.22,3174.51096210937,1901.62,3739.63016162109,2055.68,866.574697851562,829.065,957.099235253906,871.489,2277.17549912109,1836.34,2344.84918242187,1890.78,925.459591113281,891.923,1145.17934208984,1033.93
sub-0970,593.26171875,508.922,604.6875,582.888,288.28125,339.545,160.83984375,242.074,1852.734375,1048.36,1594.3359375,950.484,2675.390625,1515.94,2741.30859375,1523.83,572.16796875,629.502,638.0859375,653.511,1556.54296875,1440.2,1518.75,1404.23,657.421875,761.631,638.96484375,688.811
sub-0971,810.36776953125,680.266,759.3901875,663.529,313.775806640625,320.163,278.618853515625,318.896,2007.4620234375,1085.75,1959.12121289062,1163.67,3322.3320703125,1840.09,3019.9822734375,1624.34,769.058349609375,750.886,856.07180859375,773.645,2039.10328125,1715.69,2071.62346289062,1698.4,902.654771484375,915.137,784.0000546875,811.379
sub-0972,783.121130859375,678.534,758.511263671875,630.56,368.269083984375,368.253,304.10764453125,317.173,1735.87456054687,1011.91,1649.74002539062,1006.64,3855.83883398437,1927.13,3630.83433398437,1964.1,662.70856640625,706.866,762.026958984375,734.859,1807.067390625,1530.4,1806.18846679687,1557.25,797.183912109375,805.045,935.174953125,879.389
sub-0973,697.814576367188,621.049,609.928609570313,531.476,378.788516894531,375.636,293.539129101563,310.757,1605.67661337891,955.532,1631.16354375,971.036,2816.74523583984,1571.09,3000.42690644531,1670.36,551.923871484375,650.472,707.482032714844,739.724,1813.9663546875,1615.85,1843.84758339844,1583.84,967.624494433594,949.491,805.914315527344,827.71
sub-0974,600.322983398438,515.769,730.407612304688,668.063,341.03267578125,348.825,265.442958984375,312.874,2184.19123535156,1138.47,1155.81950683594,832.615,2975.24641113281,1743.55,2519.95020996094,1573.19,642.512592773438,657.934,782.265673828125,734.912,1696.37387695313,1522.69,1768.44779296875,1579.95,783.144624023438,793.035,837.639536132813,824.37
sub-0975,695.177997363281,608.927,549.287292480469,507.432,279.477374414063,329.778,344.51298984375,342.313,1604.79775371094,955.261,1355.20160800781,902.659,3034.70243349609,1614.04,3041.73331083984,1577.24,651.235013964844,660.148,695.177997363281,689.62,1775.29652929688,1572.19,1827.14924970703,1596.05,834.037824902344,843.716,885.8905453125,828.283
sub-0976,688.151937304688,618.116,659.149365234375,602.836,352.425193945313,361.793,330.4535484375,354.031,1601.29352460938,913.834,1497.5873578125,920.72,3221.04323144531,1741.87,2922.22885253906,1656.12,650.36070703125,686.946,684.636474023438,699.081,1671.60279023438,1523.46,1831.55636953125,1600.37,802.404493945313,839.251,977.2987921875,912.752
sub-0977,603.80376328125,544.071,646.869825,572.106,390.231253125,388.229,437.6918109375,407.945,1036.22217890625,790.527,1162.78366640625,796.722,2776.44263203125,1638.95,2444.21872734375,1533.02,711.02946796875,726.815,581.8312828125,649.715,1809.65349140625,1622.59,1723.52136796875,1555.81,834.07535859375,934.932,875.383621875,934.567
sub-0978,629.287435546875,621.285,774.304791503906,655.807,260.15234765625,312.398,391.107414550781,399.931,2015.30180126953,1101.13,2194.59598681641,1132.04,2832.67235302734,1647.39,3301.12235742187,1788.28,430.657602539063,509.935,568.643813964844,618.337,1625.95217285156,1470.18,1846.55433251953,1556.64,913.169895996094,868.955,1018.63706396484,917.718
sub-0979,656.518020117188,627.611,769.89261796875,669.317,315.515353710938,365.998,330.4561921875,351.615,1322.70364160156,887.563,2009.98221152344,1232.48,2858.97338613281,1633.78,3178.88310410156,1809.71,645.971545898438,693.004,648.608164453125,697.872,1742.80486464844,1624.61,1818.38792988281,1616.56,809.441896289063,904.309,975.548865234375,941.034
sub-0980,733.029802734375,630.701,631.073619140625,559.589,333.99439453125,342.853,290.047763671875,318.444,1956.50400585937,996.362,1820.26945019531,1057.03,2857.40993847656,1659.47,3309.18130371094,1867.03,734.78766796875,738.534,842.017447265625,775.764,1786.87001074219,1576.49,1818.51158496094,1551.28,849.927840820312,830.548,923.758180664062,838.859
sub-0981,515.023096289062,511.347,562.4825625,564.824,268.936975195312,329.96,239.933968066406,274.133,1329.74393291016,886.759,1787.63989394531,946.533,2658.60898681641,1503.6,2836.14254560547,1552.15,485.14121015625,575.314,674.100195996094,725.44,1489.69991162109,1387.82,1959.90017871094,1638.81,882.394519921875,871.196,1001.04318544922,915.259
sub-0982,638.977623046875,550.409,670.618880859375,623.498,289.165939453125,305.672,324.322892578125,344.422,2163.91046484375,1149.13,1354.42161914062,931.892,2671.9284375,1594.43,2823.1033359375,1642.13,631.946232421875,694.411,808.609921875,793.005,1814.97770507812,1564.64,1978.45753710937,1673.54,811.246693359375,819.488,993.18392578125,931.221
sub-0983,617.00452734375,528.565,665.345337890625,556.161,371.784779296875,397.674,414.852046875,417.333,1840.46649609375,1011.3,1742.90595117187,1037.19,3442.74463476562,1924.4,3169.39932421875,1764.47,685.5605859375,674.914,837.614408203125,776.008,1758.72658007812,1550.72,1945.93735546875,1677.96,740.932787109375,778.087,809.488845703125,808.644
sub-0984,703.977154101563,566.862,542.264549414063,539.166,343.639284960938,347.241,354.185759179688,361.105,1570.54578574219,932.723,1840.35975117188,1012.41,4077.97003125,1954.37,3265.01264355469,1599.13,404.28151171875,494.238,596.754666210938,628.734,1498.47821191406,1280.51,1713.80206054688,1429.52,1118.80514003906,865.973,1006.30941503906,852.705
sub-0985,667.103185546875,603.075,625.793765625,525.63,379.69509375,374.624,377.058322265625,382.775,1444.9507734375,844.524,1220.82519726562,894.6,2759.8208203125,1522.86,2660.50242773437,1509.1,543.17492578125,627.473,683.80273828125,698.623,1405.39920117187,1480.41,1462.52925,1431.57,787.51575,939.449,769.058349609375,833.45
sub-0986,536.148896484375,494.49,595.037381835937,537.561,312.021079101562,335.1,318.173607421875,336.109,1474.84893164062,852.102,1239.29499023437,824.608,2933.87707617187,1690.94,3056.04870996094,1775.33,568.669403320312,614.662,664.47305859375,647.089,1600.53629589844,1463.61,1695.46101855469,1464.94,737.424465820312,791.171,763.792444335937,777.634
sub-0987,934.248381152344,719.976,715.407509179688,609.061,430.650711914062,416.657,475.473541113281,440.741,942.1582921875,753.851,1259.43361259766,895.12,2952.15457412109,1611.81,2816.80720751953,1565.66,672.342437988281,692.808,817.357473632812,745.854,1729.6338796875,1636.43,1818.40065908203,1507.61,854.270391796875,885.939,933.369502148438,854.039
sub-0988,773.4258984375,636.863,622.256291015625,530.835,322.553755371094,368.063,330.46379296875,340.324,1445.77909423828,903.283,1312.18734814453,881.164,2654.25706054687,1525.89,3025.14993457031,1594.01,748.816892578125,692.427,757.605823242188,730.445,1675.17018457031,1507.8,1698.90029736328,1565.14,886.803104003906,883.58,911.412109863281,899.407
sub-0989,576.5855625,514.549,561.64355859375,489.892,343.66608984375,411.285,355.97126953125,381.814,2049.691359375,1081.73,2207.9008125,1148.5,3399.745359375,1809.56,3731.9852109375,1952.73,652.1745234375,668.519,789.2893828125,741.876,1851.92954296875,1569.24,1937.186859375,1646.5,863.99940234375,836.236,942.2251875,864.84
sub-0990,464.07178125,455.222,437.70406640625,443.015,334.869978515625,368.286,358.600921875,404.326,1274.43955078125,783.138,765.542654296875,678.436,2408.2512890625,1479.63,2166.54723632812,1414.45,617.00452734375,669.683,723.354310546875,724.786,1509.99113671875,1488.86,1517.02252734375,1474.81,716.322919921875,809.617,736.53816796875,839.212
sub-0991,624.0234375,584.567,667.08984375,609.757,333.10546875,372.46,428.90625,426.258,2373.92578125,1186.96,2120.80078125,1155.12,3504.19921875,1855.45,3061.23046875,1707.3,603.80859375,647.85,663.57421875,709.694,1888.76953125,1590.65,1975.78125,1683.99,889.453125,865.64,967.67578125,921.616
sub-0992,599.386489453125,528.414,613.448342578125,530.91,234.657174023438,289.179,268.054075195313,312.247,1209.31936875,841.941,2097.85271308594,1061.69,3733.4220046875,1915.18,3321.23393496094,1741.27,685.51533984375,717.798,900.837465820313,782.864,1759.48937226562,1605.06,1778.8244203125,1563.72,836.6802609375,849.044,696.0617296875,744.044
sub-0993,566.859950683594,543.457,493.036329199219,465.158,299.688749121094,338.535,253.988412011719,289.577,1485.26095605469,979.698,2116.27714921875,1204.48,2948.55059619141,1588.25,2615.465446875,1505.5,610.802582519531,603.825,639.80471953125,644.975,1631.15049375,1412.21,1697.94329414063,1462.2,679.353088183594,722.798,610.802582519531,659.421
sub-0994,554.58540703125,512.458,653.02211953125,615.522,365.622075,363.426,352.43858671875,387.497,1765.70853046875,994.494,1595.20208203125,1001.01,2757.10684921875,1585.03,3097.240846875,1639.6,603.80376328125,635.313,716.30286328125,705.618,1686.60760078125,1520.66,1619.81126015625,1455.27,751.45883203125,808.308,747.94323515625,794.999
sub-0995,514.136504882813,514.796,541.3813453125,506.173,247.840161328125,331.849,324.301487695313,357.568,1212.83483203125,811.516,1474.73684648438,956.946,2091.70065234375,1267.87,2584.74437753906,1503.55,638.056585546875,664.471,687.273071484375,695.665,1683.90691171875,1531.19,1619.74970683594,1454.15,845.468919140625,845.183,898.200868359375,875.871
sub-0996,557.205387890625,530.684,599.391284765625,549.532,263.66185546875,298.9,293.543532421875,325.648,2033.71177851563,1050.57,2371.19895351563,1225.6,2874.79309746094,1548.83,2824.69734492188,1551.72,540.506803710938,555.459,682.884205664063,657.939,1693.58798496094,1447.5,1806.08370996094,1536.41,694.309552734375,696.402,716.281374023438,683.931
sub-0997,565.123720605469,545.673,571.275922851562,561.283,336.613351464844,369.841,236.420343457031,290.242,1143.43073173828,834.502,1547.71830791016,940.27,3170.14192880859,1642.03,2562.83167851562,1547.94,449.110763964844,489.294,686.409993457031,685.021,1463.34524853516,1342.47,1652.30574609375,1455.48,758.478648339844,733.924,732.990953320312,755.737
sub-0998,580.930307226562,533.793,466.677750585938,423.282,274.2061359375,315.146,336.605609179688,358.202,1373.66727714844,842.618,1109.12866523438,761.676,2233.19804941406,1336.54,1927.35274394531,1279.02,547.533406054687,596.757,738.2472890625,707.033,1621.50743847656,1502.69,1689.18010664063,1505.86,805.919957226563,835.406,755.82460546875,782.332
sub-0999,527.3194921875,486.055,512.378773242188,485.057,303.208708007813,335.543,311.997366210938,347.218,1553.8347703125,861.34,1477.37344394531,865.336,2470.49182089844,1462.58,2654.17477734375,1545.24,634.541122265625,635.164,661.785962695312,655.922,1667.20846113281,1528.72,1604.80898789063,1445.55,720.66997265625,749.543,738.2472890625,752.77
sub-1000,645.092673046875,562.076,657.39689296875,567.683,276.844948242188,310.24,307.605498046875,325.49,1675.13165507813,1054,1241.84733925781,860.2,3566.46603164063,1718.59,2938.950815625,1632.7,689.915188476563,680.451,764.619380859375,711.999,1485.29511914063,1384.67,1627.67252109375,1504.8,792.743312109375,780.565,751.436288085938,728.878
sub-1001,538.76953125,518.456,628.41796875,556.952,344.53125,361.225,290.0390625,313.725,1655.859375,917.415,1995.1171875,1084.52,2649.0234375,1580.08,2960.15625,1760.67,396.38671875,480.538,587.109375,652.566,1191.796875,1172.79,1840.4296875,1571.76,824.4140625,794.17,971.19140625,891.697
sub-1002,474.594662109375,460.404,568.634715527344,508.98,253.996032128906,294.036,320.790836425781,329.076,1207.57975136719,737.244,1178.57674423828,834.327,2515.35170917969,1555.33,1991.53982285156,1354.93,472.836904101562,573.697,532.600676367187,565.482,1391.26546318359,1371.7,1415.87407529297,1328.7,784.838950488281,851.393,805.932046582031,798.801
